,Helipad_number,FAA_index,latitude,longitude,zoom,groundtruth,category,minX,minY,maxX,maxY,url
764,752,2598,39.966033333333336,-104.76745833333334,20,True,2,221,220,422,409,"http://maps.googleapis.com/maps/api/staticmap?center=39.966033333333336,-104.76745833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
765,753,2601,40.256211111111114,-103.64988055555555,20,True,8,246,225,410,394,"http://maps.googleapis.com/maps/api/staticmap?center=40.256211111111114,-103.64988055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
766,754,2611,39.042490555555545,-104.36468777777776,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.042490555555545,-104.36468777777776&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
767,755,2612,38.49638555555556,-105.31110249999999,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=38.49638555555556,-105.31110249999999&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
768,756,2614,38.45388888888889,-105.28583333333331,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=38.45388888888889,-105.28583333333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
769,757,2617,39.469083333333344,-107.13572222222223,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.469083333333344,-107.13572222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
770,758,2619,40.67305555555555,-104.91972222222223,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.67305555555555,-104.91972222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
771,759,2620,39.40611111111111,-104.88416666666667,20,True,1,192,167,452,397,"http://maps.googleapis.com/maps/api/staticmap?center=39.40611111111111,-104.88416666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
772,760,2622,39.34423888888889,-104.84190555555556,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.34423888888889,-104.84190555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
773,761,2623,39.3525,-105.00666666666666,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.3525,-105.00666666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
774,762,2628,38.44998722222222,-107.65061388888891,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=38.44998722222222,-107.65061388888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
775,763,2629,38.39666666666667,-107.4302777777778,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=38.39666666666667,-107.4302777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
776,764,2632,38.70333333333333,-104.52333333333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=38.70333333333333,-104.52333333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
777,765,2634,38.86599722222223,-104.82221944444444,20,True,1,252,222,389,371,"http://maps.googleapis.com/maps/api/staticmap?center=38.86599722222223,-104.82221944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
778,766,2635,38.93945,-104.71819722222223,20,True,2,209,354,344,486,"http://maps.googleapis.com/maps/api/staticmap?center=38.93945,-104.71819722222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
779,766,2635,38.93945,-104.71819722222223,20,True,2,306,229,468,364,"http://maps.googleapis.com/maps/api/staticmap?center=38.93945,-104.71819722222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
780,767,2636,38.84035833333333,-104.79956666666666,20,True,0,295,171,470,360,"http://maps.googleapis.com/maps/api/staticmap?center=38.84035833333333,-104.79956666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
781,768,2637,38.966358333333346,-104.75601111111109,20,True,1,212,226,416,407,"http://maps.googleapis.com/maps/api/staticmap?center=38.966358333333346,-104.75601111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
782,769,2640,37.36300283333333,-108.574571,20,True,1,164,215,380,433,"http://maps.googleapis.com/maps/api/staticmap?center=37.36300283333333,-108.574571&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
783,770,2641,37.249995277777785,-108.50064472222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=37.249995277777785,-108.50064472222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
784,771,2644,40.524166666666666,-107.55555555555556,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.524166666666666,-107.55555555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
785,772,2646,40.51923611111111,-107.5797,20,True,1,249,248,389,387,"http://maps.googleapis.com/maps/api/staticmap?center=40.51923611111111,-107.5797&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
786,773,2653,37.67502777777778,-106.36288888888888,20,True,1,207,255,378,438,"http://maps.googleapis.com/maps/api/staticmap?center=37.67502777777778,-106.36288888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
787,774,2656,38.74510277777778,-108.0481277777778,20,True,1,212,239,407,416,"http://maps.googleapis.com/maps/api/staticmap?center=38.74510277777778,-108.0481277777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
788,775,2657,38.703611111111115,-108.06316388888888,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=38.703611111111115,-108.06316388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
789,776,2658,38.79998361111111,-108.16729666666667,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=38.79998361111111,-108.16729666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
790,777,2662,39.852763333333336,-104.97664638888891,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.852763333333336,-104.97664638888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
791,778,2664,39.72804166666667,-104.99067777777779,20,True,2,352,3,550,151,"http://maps.googleapis.com/maps/api/staticmap?center=39.72804166666667,-104.99067777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
792,779,2667,39.69804277777777,-104.98720388888887,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.69804277777777,-104.98720388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
793,780,2668,39.79263055555555,-104.89911666666669,20,True,8,232,240,420,418,"http://maps.googleapis.com/maps/api/staticmap?center=39.79263055555555,-104.89911666666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
794,781,2669,40.14633333333333,-104.8875,20,True,7,332,263,433,353,"http://maps.googleapis.com/maps/api/staticmap?center=40.14633333333333,-104.8875&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
795,782,2670,39.72109722222223,-104.98275833333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.72109722222223,-104.98275833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
796,783,2671,39.73748666666667,-104.99220388888891,20,True,unknown,233,149,369,290,"http://maps.googleapis.com/maps/api/staticmap?center=39.73748666666667,-104.99220388888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
797,784,2672,39.671061111111115,-104.97620555555555,20,True,1,236,232,393,396,"http://maps.googleapis.com/maps/api/staticmap?center=39.671061111111115,-104.97620555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
798,785,2673,39.7478,-104.96791944444445,20,True,2,444,275,632,459,"http://maps.googleapis.com/maps/api/staticmap?center=39.7478,-104.96791944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
799,786,2675,39.732841666666666,-104.93286388888887,20,True,1,255,253,403,400,"http://maps.googleapis.com/maps/api/staticmap?center=39.732841666666666,-104.93286388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
800,787,2676,39.746161111111114,-104.97036111111113,20,True,1,222,237,379,408,"http://maps.googleapis.com/maps/api/staticmap?center=39.746161111111114,-104.97036111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
801,788,2677,39.747747222222216,-104.96760833333332,20,True,2,223,227,418,421,"http://maps.googleapis.com/maps/api/staticmap?center=39.747747222222216,-104.96760833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
802,789,2678,39.742764444444454,-104.99359277777779,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.742764444444454,-104.99359277777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
803,790,2679,39.83331916666667,-106.06724194444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.83331916666667,-106.06724194444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
804,791,2681,37.599990555555564,-108.63398472222221,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=37.599990555555564,-108.63398472222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
805,792,2682,37.203058055555566,-107.86784333333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=37.203058055555566,-107.86784333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
806,793,2685,37.236111111111114,-107.8275,20,True,2,182,277,328,424,"http://maps.googleapis.com/maps/api/staticmap?center=37.236111111111114,-107.8275&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
807,794,2686,37.24166916666667,-107.87562166666666,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=37.24166916666667,-107.87562166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
808,795,2687,37.62722,-107.80395388888887,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=37.62722,-107.80395388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
809,796,2692,37.88332361111111,-108.83399111111109,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=37.88332361111111,-108.83399111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
810,797,2696,39.090822222222215,-104.54358055555555,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.090822222222215,-104.54358055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
811,798,2700,39.362375,-104.5997027777778,20,True,4,228,242,403,408,"http://maps.googleapis.com/maps/api/staticmap?center=39.362375,-104.5997027777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
812,799,2706,39.79387583333333,-105.76389499999999,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.79387583333333,-105.76389499999999&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
813,800,2707,39.76832,-105.84806555555555,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.76832,-105.84806555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
814,801,2708,39.594533333333345,-104.82351388888887,20,True,1,234,253,433,391,"http://maps.googleapis.com/maps/api/staticmap?center=39.594533333333345,-104.82351388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
815,802,2709,39.654725,-104.98058888888887,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.654725,-104.98058888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
816,803,2712,40.37134722222222,-105.51506388888887,20,True,1,227,236,402,394,"http://maps.googleapis.com/maps/api/staticmap?center=40.37134722222222,-105.51506388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
817,804,2713,39.64082138888889,-105.39610611111112,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.64082138888889,-105.39610611111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
818,805,2715,39.21637916666667,-106.08668555555555,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.21637916666667,-106.08668555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
819,806,2717,40.11271666666667,-104.95188333333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.11271666666667,-104.95188333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
820,807,2721,40.52222222222222,-105.00833333333334,20,True,0,199,194,464,441,"http://maps.googleapis.com/maps/api/staticmap?center=40.52222222222222,-105.00833333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
821,808,2722,40.58553777777778,-105.03969916666668,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.58553777777778,-105.03969916666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
822,809,2724,40.583585,-106.98533,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.583585,-106.98533&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
823,810,2725,40.59108611111111,-105.04775555555555,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.59108611111111,-105.04775555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
824,811,2726,40.57139166666667,-105.05435,20,True,1,234,239,381,393,"http://maps.googleapis.com/maps/api/staticmap?center=40.57139166666667,-105.05435&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
825,812,2731,40.26061666666666,-103.79555,20,True,1,247,257,402,409,"http://maps.googleapis.com/maps/api/staticmap?center=40.26061666666666,-103.79555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
826,813,2735,39.429432777777784,-104.65886055555555,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.429432777777784,-104.65886055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
827,814,2737,40.12194444444445,-104.98083333333334,20,True,7,180,106,367,300,"http://maps.googleapis.com/maps/api/staticmap?center=40.12194444444445,-104.98083333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
828,815,2738,39.58066666666667,-106.0925,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.58066666666667,-106.0925&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
829,816,2742,38.67641388888889,-108.9786,20,True,4,221,205,395,403,"http://maps.googleapis.com/maps/api/staticmap?center=38.67641388888889,-108.9786&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
830,817,2746,39.70554277777778,-104.93942388888891,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.70554277777778,-104.93942388888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
831,818,2748,39.533315555555546,-107.28394222222221,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.533315555555546,-107.28394222222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
832,819,2749,39.433315,-107.38394166666669,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.433315,-107.38394166666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
833,820,2750,39.53306388888889,-107.32244722222221,20,True,1,222,220,386,403,"http://maps.googleapis.com/maps/api/staticmap?center=39.53306388888889,-107.32244722222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
834,821,2751,39.73466111111111,-105.20504444444444,20,True,other,224,245,408,404,"http://maps.googleapis.com/maps/api/staticmap?center=39.73466111111111,-105.20504444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
835,822,2753,40.07627777777778,-105.92577777777778,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.07627777777778,-105.92577777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
836,823,2754,39.117758611111114,-108.53898138888887,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.117758611111114,-108.53898138888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
837,824,2756,39.07216666666667,-108.51116666666668,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.07216666666667,-108.51116666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
838,825,2757,39.097481111111115,-108.58398277777779,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.097481111111115,-108.58398277777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
839,826,2758,39.089866666666666,-108.56278333333331,20,True,1,162,189,361,364,"http://maps.googleapis.com/maps/api/staticmap?center=39.089866666666666,-108.56278333333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
